slug,window_ts,window_time,resolution,num_trades,window_trades,total_volume,implied_up_4m,trades_4m,implied_up_3m,trades_3m,implied_up_2m,trades_2m,implied_up_1m,trades_1m,implied_up_30s,trades_30s
btc-updown-5m-1772715900,1772715900,2026-03-05 13:05,DOWN,1000,898,46474.44,,0,,0,,0,0.0709,488,0.0647,898
btc-updown-5m-1772716200,1772716200,2026-03-05 13:10,DOWN,1000,816,47619.29,,0,,0,,0,0.1972,403,0.1718,810
btc-updown-5m-1772716500,1772716500,2026-03-05 13:15,DOWN,1000,824,52707.68,,0,,0,,0,0.2798,18,0.3391,824
btc-updown-5m-1772716800,1772716800,2026-03-05 13:20,DOWN,1000,924,48216.06,,0,,0,,0,0.0942,830,0.0731,886
btc-updown-5m-1772717100,1772717100,2026-03-05 13:25,UP,1000,882,44241.79,,0,,0,,0,0.6717,241,0.8565,882
btc-updown-5m-1772717400,1772717400,2026-03-05 13:30,DOWN,1000,970,78690.16,,0,0.0288,81,0.0287,539,0.0126,237,0.0120,189
btc-updown-5m-1772717700,1772717700,2026-03-05 13:35,UP,1000,825,37663.49,,0,,0,,0,0.8872,272,0.8347,825
btc-updown-5m-1772718000,1772718000,2026-03-05 13:40,UP,1000,939,61088.24,,0,,0,0.9303,532,0.9869,371,0.9897,236
btc-updown-5m-1772718300,1772718300,2026-03-05 13:45,UP,1000,941,59590.38,,0,,0,,0,0.9486,740,0.9576,543
btc-updown-5m-1772718600,1772718600,2026-03-05 13:50,UP,1000,735,47913.73,,0,,0,,0,0.7705,172,0.7946,735
btc-updown-5m-1772718900,1772718900,2026-03-05 13:55,DOWN,1000,966,70287.49,,0,,0,0.0462,607,0.0157,315,0.0107,159
btc-updown-5m-1772719200,1772719200,2026-03-05 14:00,UP,1000,876,39163.29,,0,,0,,0,0.8428,421,0.8729,849
btc-updown-5m-1772719500,1772719500,2026-03-05 14:05,DOWN,1000,814,38717.78,,0,,0,,0,0.1064,40,0.2068,814
btc-updown-5m-1772719800,1772719800,2026-03-05 14:10,UP,1000,914,37687.28,,0,,0,,0,0.9236,828,0.9631,685
btc-updown-5m-1772720100,1772720100,2026-03-05 14:15,DOWN,1000,946,61077.09,,0,,0,0.0433,474,0.0247,424,0.0105,236
btc-updown-5m-1772720400,1772720400,2026-03-05 14:20,UP,1000,715,39971.67,,0,,0,,0,0.2342,130,0.5032,715
btc-updown-5m-1772720700,1772720700,2026-03-05 14:25,UP,1000,886,43617.68,,0,,0,,0,0.7953,255,0.9009,886
btc-updown-5m-1772721000,1772721000,2026-03-05 14:30,UP,1000,718,58195.65,,0,,0,,0,,0,0.9798,718
btc-updown-5m-1772721300,1772721300,2026-03-05 14:35,DOWN,1000,950,50818.48,,0,,0,,0,0.1306,828,0.0432,714
btc-updown-5m-1772721600,1772721600,2026-03-05 14:40,DOWN,1000,924,59331.19,,0,,0,,0,0.1776,504,0.0719,924
btc-updown-5m-1772721900,1772721900,2026-03-05 14:45,UP,1000,930,90423.09,,0,,0,0.9558,170,0.9841,607,0.9874,398
btc-updown-5m-1772722200,1772722200,2026-03-05 14:50,UP,1000,961,66413.62,,0,0.9066,197,0.9450,554,0.9897,196,0.9908,48
btc-updown-5m-1772722500,1772722500,2026-03-05 14:55,UP,1000,920,78922.55,,0,,0,,0,0.9451,651,0.9751,718
btc-updown-5m-1772722800,1772722800,2026-03-05 15:00,DOWN,1000,950,68119.19,,0,,0,0.0991,178,0.0190,740,0.0108,204
btc-updown-5m-1772723100,1772723100,2026-03-05 15:05,DOWN,1000,957,77541.18,,0,,0,0.0404,619,0.0051,324,0.0015,118
btc-updown-5m-1772723400,1772723400,2026-03-05 15:10,DOWN,1000,742,52123.99,,0,,0,,0,,0,0.3274,742
btc-updown-5m-1772723700,1772723700,2026-03-05 15:15,DOWN,1000,923,53215.54,,0,,0,,0,0.0917,533,0.0652,874
btc-updown-5m-1772724000,1772724000,2026-03-05 15:20,DOWN,1000,914,53833.99,,0,,0,,0,0.0583,536,0.0467,914
btc-updown-5m-1772724300,1772724300,2026-03-05 15:25,DOWN,1000,941,47166.92,,0,,0,0.0652,445,0.0176,471,0.0094,99
btc-updown-5m-1772724600,1772724600,2026-03-05 15:30,UP,1000,800,48511.86,,0,,0,,0,0.9269,37,0.8371,800
btc-updown-5m-1772724900,1772724900,2026-03-05 15:35,UP,1000,934,48963.51,,0,,0,,0,0.9272,913,0.9844,378
btc-updown-5m-1772725200,1772725200,2026-03-05 15:40,DOWN,1000,957,48034.41,,0,,0,0.0769,572,0.0141,366,0.0097,81
btc-updown-5m-1772725500,1772725500,2026-03-05 15:45,DOWN,1000,897,48208.60,,0,,0,,0,0.0952,379,0.0702,897
btc-updown-5m-1772725800,1772725800,2026-03-05 15:50,UP,1000,965,158067.04,,0,0.9566,377,0.9808,237,0.9976,238,0.9979,219
btc-updown-5m-1772726100,1772726100,2026-03-05 15:55,DOWN,1000,928,63986.64,,0,,0,0.0261,241,0.0235,440,0.0174,460
btc-updown-5m-1772726400,1772726400,2026-03-05 16:00,DOWN,1000,958,45102.48,,0,0.1134,101,0.0467,699,0.0134,146,0.0092,39
btc-updown-5m-1772726700,1772726700,2026-03-05 16:05,DOWN,1000,964,56340.92,,0,0.0852,181,0.0540,655,0.0095,116,0.0090,42
btc-updown-5m-1772727000,1772727000,2026-03-05 16:10,UP,1000,928,65140.75,,0,,0,,0,0.9646,764,0.9707,544
btc-updown-5m-1772727300,1772727300,2026-03-05 16:15,DOWN,1000,927,69186.52,,0,,0,,0,0.0725,632,0.0262,804
btc-updown-5m-1772727600,1772727600,2026-03-05 16:20,UP,1000,931,45531.61,,0,,0,0.9573,99,0.9356,752,0.9485,504
btc-updown-5m-1772727900,1772727900,2026-03-05 16:25,DOWN,1000,910,52407.64,,0,,0,,0,0.1476,382,0.0961,910
btc-updown-5m-1772728200,1772728200,2026-03-05 16:30,UP,1000,942,89358.27,,0,,0,0.9719,319,0.9770,515,0.9792,424
btc-updown-5m-1772728500,1772728500,2026-03-05 16:35,UP,1000,940,61392.99,,0,,0,0.9491,419,0.9845,405,0.9903,252
btc-updown-5m-1772728800,1772728800,2026-03-05 16:40,DOWN,1000,894,82364.13,,0,,0,,0,0.2648,461,0.0970,839
btc-updown-5m-1772729100,1772729100,2026-03-05 16:45,DOWN,1000,873,57686.19,,0,,0,,0,0.3475,87,0.0660,873
btc-updown-5m-1772729400,1772729400,2026-03-05 16:50,DOWN,1000,908,47615.62,,0,,0,,0,0.0758,454,0.0623,883
btc-updown-5m-1772729700,1772729700,2026-03-05 16:55,UP,1000,949,60255.91,,0,,0,0.9599,335,0.9698,534,0.9831,437
btc-updown-5m-1772730000,1772730000,2026-03-05 17:00,UP,1000,951,65213.75,,0,,0,0.9360,756,0.9893,178,0.9909,44
btc-updown-5m-1772730300,1772730300,2026-03-05 17:05,DOWN,1000,965,64227.91,,0,0.0685,655,0.0108,259,0.0097,39,0.0090,27
btc-updown-5m-1772730600,1772730600,2026-03-05 17:10,UP,1000,916,47746.39,,0,,0,,0,0.8966,725,0.9139,865
btc-updown-5m-1772730900,1772730900,2026-03-05 17:15,DOWN,1000,945,50387.60,,0,0.0695,2,0.0774,503,0.0275,389,0.0112,226
btc-updown-5m-1772731200,1772731200,2026-03-05 17:20,UP,1000,876,43922.59,,0,,0,,0,0.6838,365,0.8235,876
btc-updown-5m-1772731500,1772731500,2026-03-05 17:25,DOWN,1000,939,59754.55,,0,,0,,0,0.0326,649,0.0247,939
btc-updown-5m-1772731800,1772731800,2026-03-05 17:30,DOWN,1000,858,100762.87,,0,,0,0.0277,40,0.0227,682,0.0144,464
btc-updown-5m-1772732100,1772732100,2026-03-05 17:35,UP,1000,945,40513.42,,0,,0,,0,0.9005,872,0.9625,590
btc-updown-5m-1772732400,1772732400,2026-03-05 17:40,DOWN,1000,882,44311.71,,0,,0,,0,0.4258,284,0.2337,882
btc-updown-5m-1772732700,1772732700,2026-03-05 17:45,DOWN,1000,930,39811.89,,0,,0,,0,0.1131,640,0.0966,856
btc-updown-5m-1772733000,1772733000,2026-03-05 17:50,UP,1000,941,80009.88,,0,,0,0.9598,636,0.9888,259,0.9900,156
btc-updown-5m-1772733300,1772733300,2026-03-05 17:55,DOWN,1000,921,66718.78,,0,,0,,0,0.0338,606,0.0249,736
btc-updown-5m-1772733600,1772733600,2026-03-05 18:00,UP,1000,895,65295.74,,0,,0,,0,0.9675,768,0.9754,558
btc-updown-5m-1772733900,1772733900,2026-03-05 18:05,UP,1000,919,58489.40,,0,,0,,0,0.9634,739,0.9653,545
btc-updown-5m-1772734200,1772734200,2026-03-05 18:10,UP,1000,885,51303.24,,0,,0,,0,0.9311,487,0.9381,885
btc-updown-5m-1772734500,1772734500,2026-03-05 18:15,DOWN,1000,937,44319.14,,0,,0,,0,0.0693,887,0.0304,527
btc-updown-5m-1772734800,1772734800,2026-03-05 18:20,DOWN,1000,866,54491.44,,0,,0,,0,0.3164,223,0.1696,866
btc-updown-5m-1772735100,1772735100,2026-03-05 18:25,DOWN,1000,826,45834.37,,0,,0,,0,0.1414,237,0.1730,826
btc-updown-5m-1772735400,1772735400,2026-03-05 18:30,UP,1000,950,64622.78,,0,,0,0.9274,455,0.9848,459,0.9828,181
btc-updown-5m-1772735700,1772735700,2026-03-05 18:35,DOWN,1000,932,52818.46,,0,,0,,0,0.1361,459,0.0768,932
btc-updown-5m-1772736000,1772736000,2026-03-05 18:40,UP,1000,913,48105.94,,0,,0,,0,0.8839,451,0.9171,895
btc-updown-5m-1772736300,1772736300,2026-03-05 18:45,DOWN,1000,895,59158.67,,0,,0,,0,0.0658,503,0.0438,895
btc-updown-5m-1772736600,1772736600,2026-03-05 18:50,DOWN,1000,909,51468.00,,0,,0,,0,0.3300,420,0.1493,909
btc-updown-5m-1772736900,1772736900,2026-03-05 18:55,UP,1000,956,61288.96,,0,,0,0.9655,295,0.9711,483,0.9815,460
btc-updown-5m-1772737200,1772737200,2026-03-05 19:00,UP,1000,966,67426.66,,0,,0,0.9721,510,0.9791,425,0.9889,169
btc-updown-5m-1772737500,1772737500,2026-03-05 19:05,UP,1000,933,56107.08,,0,,0,0.9379,52,0.9624,779,0.9741,470
btc-updown-5m-1772737800,1772737800,2026-03-05 19:10,UP,1000,916,62640.71,,0,,0,,0,0.9593,610,0.9691,916
btc-updown-5m-1772738100,1772738100,2026-03-05 19:15,DOWN,1000,936,44623.38,,0,,0,,0,0.1415,728,0.0425,686
btc-updown-5m-1772738400,1772738400,2026-03-05 19:20,DOWN,1000,916,58427.31,,0,,0,,0,0.1529,609,0.0940,773
btc-updown-5m-1772738700,1772738700,2026-03-05 19:25,DOWN,1000,957,59164.90,,0,,0,0.0578,551,0.0152,365,0.0098,186
btc-updown-5m-1772739000,1772739000,2026-03-05 19:30,DOWN,1000,892,65659.20,,0,,0,,0,0.0704,599,0.0567,707
btc-updown-5m-1772739300,1772739300,2026-03-05 19:35,DOWN,1000,877,73069.80,,0,,0,,0,0.0630,507,0.0343,877
btc-updown-5m-1772739600,1772739600,2026-03-05 19:40,UP,1000,0,77053.63,,0,,0,,0,,0,,0
btc-updown-5m-1772739900,1772739900,2026-03-05 19:45,UP,1000,943,54143.43,,0,,0,0.8761,11,0.9668,838,0.9796,560
btc-updown-5m-1772740200,1772740200,2026-03-05 19:50,DOWN,1000,893,43889.95,,0,,0,0.0787,29,0.0587,658,0.0330,552
btc-updown-5m-1772740500,1772740500,2026-03-05 19:55,DOWN,1000,607,63125.96,,0,,0,,0,0.8392,22,0.8639,607
btc-updown-5m-1772740800,1772740800,2026-03-05 20:00,UP,1000,362,51394.77,,0,,0,,0,,0,0.4622,362
btc-updown-5m-1772741100,1772741100,2026-03-05 20:05,DOWN,1000,700,317795.46,,0,,0,,0,,0,0.2456,700
btc-updown-5m-1772741400,1772741400,2026-03-05 20:10,UP,1000,884,40121.41,,0,,0,,0,0.5119,172,0.8023,884
btc-updown-5m-1772741700,1772741700,2026-03-05 20:15,UP,1000,957,53331.46,,0,,0,,0,0.9342,843,0.9782,491
btc-updown-5m-1772742000,1772742000,2026-03-05 20:20,UP,1000,908,45473.23,,0,,0,,0,0.8453,503,0.9138,908
btc-updown-5m-1772742300,1772742300,2026-03-05 20:25,DOWN,1000,949,63144.18,,0,,0,0.0549,72,0.0549,814,0.0148,430
btc-updown-5m-1772742600,1772742600,2026-03-05 20:30,UP,1000,953,58014.02,,0,,0,0.8975,297,0.9645,618,0.9877,304
btc-updown-5m-1772742900,1772742900,2026-03-05 20:35,DOWN,1000,764,62786.40,,0,,0,,0,0.1202,122,0.0646,764
btc-updown-5m-1772743200,1772743200,2026-03-05 20:40,DOWN,1000,948,43903.19,,0,,0,,0,0.0926,598,0.0535,948
btc-updown-5m-1772743500,1772743500,2026-03-05 20:45,UP,1000,879,49998.60,,0,,0,,0,0.9503,454,0.9371,879
btc-updown-5m-1772743800,1772743800,2026-03-05 20:50,DOWN,1000,777,43661.26,,0,,0,,0,,0,0.6178,777
btc-updown-5m-1772744100,1772744100,2026-03-05 20:55,UP,1000,947,57840.66,,0,,0,,0,0.9836,497,0.9827,857
btc-updown-5m-1772744400,1772744400,2026-03-05 21:00,UP,1000,945,43110.02,,0,,0,0.8586,132,0.9446,758,0.9794,456
btc-updown-5m-1772744700,1772744700,2026-03-05 21:05,UP,1000,764,70664.49,,0,,0,,0,0.1154,224,0.1578,764
btc-updown-5m-1772745000,1772745000,2026-03-05 21:10,DOWN,1000,799,36936.80,,0,,0,0.1604,14,0.2070,417,0.1009,574
btc-updown-5m-1772745300,1772745300,2026-03-05 21:15,UP,1000,971,46769.53,,0,,0,0.9650,552,0.9876,389,0.9906,97
btc-updown-5m-1772745600,1772745600,2026-03-05 21:20,UP,1000,637,134526.49,,0,,0,,0,0.1666,65,0.1264,637
btc-updown-5m-1772745900,1772745900,2026-03-05 21:25,UP,1000,876,48081.14,,0,,0,,0,0.5890,354,0.7901,876
btc-updown-5m-1772746200,1772746200,2026-03-05 21:30,DOWN,1000,934,47873.50,,0,,0,,0,0.2607,321,0.0813,934
btc-updown-5m-1772746500,1772746500,2026-03-05 21:35,DOWN,1000,969,65235.22,,0,0.0720,169,0.0528,634,0.0097,149,0.0090,37
btc-updown-5m-1772746800,1772746800,2026-03-05 21:40,UP,1000,928,35872.95,,0,,0,,0,0.9157,623,0.9407,753
btc-updown-5m-1772747100,1772747100,2026-03-05 21:45,UP,1000,947,43692.70,,0,,0,0.8815,198,0.9430,709,0.9663,491
btc-updown-5m-1772747400,1772747400,2026-03-05 21:50,DOWN,1000,897,59467.66,,0,0.0693,223,0.0220,627,0.0091,37,0.0090,23
btc-updown-5m-1772747700,1772747700,2026-03-05 21:55,UP,1000,962,77947.71,,0,,0,0.9586,508,0.9618,337,0.9875,260
btc-updown-5m-1772748000,1772748000,2026-03-05 22:00,DOWN,1000,730,122870.82,,0,,0,,0,0.5543,109,0.7562,730
btc-updown-5m-1772748300,1772748300,2026-03-05 22:05,UP,1000,667,65066.40,,0,,0,,0,,0,0.7702,667
btc-updown-5m-1772748600,1772748600,2026-03-05 22:10,UP,1000,453,47163.35,,0,,0,,0,,0,0.5834,453
btc-updown-5m-1772748900,1772748900,2026-03-05 22:15,UP,1000,955,51190.61,,0,,0,,0,0.9338,840,0.9637,642
btc-updown-5m-1772749200,1772749200,2026-03-05 22:20,UP,1000,602,59099.68,,0,,0,,0,0.4950,54,0.5186,602
btc-updown-5m-1772749500,1772749500,2026-03-05 22:25,DOWN,1000,957,54561.85,,0,,0,0.0948,285,0.0333,653,0.0114,194
btc-updown-5m-1772749800,1772749800,2026-03-05 22:30,UP,1000,850,35462.58,,0,,0,,0,0.7748,361,0.8824,720
btc-updown-5m-1772750100,1772750100,2026-03-05 22:35,DOWN,1000,719,73370.21,,0,,0,,0,0.4382,274,0.4969,719
btc-updown-5m-1772750400,1772750400,2026-03-05 22:40,UP,1000,881,53216.76,,0,,0,,0,0.8914,193,0.9311,881
btc-updown-5m-1772750700,1772750700,2026-03-05 22:45,DOWN,1000,835,37720.43,,0,,0,,0,0.2837,138,0.1436,835
btc-updown-5m-1772751000,1772751000,2026-03-05 22:50,DOWN,1000,682,52642.62,,0,,0,,0,0.6122,143,0.3659,682
btc-updown-5m-1772751300,1772751300,2026-03-05 22:55,DOWN,1000,839,36688.49,,0,,0,,0,,0,0.4660,839
btc-updown-5m-1772751600,1772751600,2026-03-05 23:00,DOWN,1000,661,62235.63,,0,,0,,0,,0,0.8434,661
btc-updown-5m-1772751900,1772751900,2026-03-05 23:05,UP,1000,750,50161.71,,0,,0,,0,0.6275,110,0.6672,750
btc-updown-5m-1772752200,1772752200,2026-03-05 23:10,DOWN,1000,789,35480.91,,0,,0,,0,,0,0.2090,789
btc-updown-5m-1772752500,1772752500,2026-03-05 23:15,UP,1000,194,103131.60,,0,,0,,0,,0,0.5324,194
btc-updown-5m-1772752800,1772752800,2026-03-05 23:20,DOWN,1000,455,54078.10,,0,,0,,0,,0,0.4122,455
btc-updown-5m-1772753100,1772753100,2026-03-05 23:25,UP,1000,548,54567.96,,0,,0,,0,,0,0.9448,548
btc-updown-5m-1772753400,1772753400,2026-03-05 23:30,DOWN,1000,964,124489.87,,0,,0,0.0399,580,0.0148,366,0.0095,71
btc-updown-5m-1772753700,1772753700,2026-03-05 23:35,UP,1000,944,48776.95,,0,,0,0.8235,11,0.8798,581,0.9576,636
btc-updown-5m-1772754000,1772754000,2026-03-05 23:40,DOWN,1000,899,57763.34,,0,,0,,0,0.3308,89,0.0919,899
btc-updown-5m-1772754300,1772754300,2026-03-05 23:45,DOWN,1000,606,43437.87,,0,,0,,0,,0,0.1473,606
btc-updown-5m-1772754600,1772754600,2026-03-05 23:50,UP,1000,197,62796.34,,0,,0,,0,,0,0.7292,197
btc-updown-5m-1772754900,1772754900,2026-03-05 23:55,UP,1000,418,33906.01,,0,,0,,0,,0,0.9332,418
btc-updown-5m-1772755200,1772755200,2026-03-06 00:00,UP,1000,639,38488.83,,0,,0,,0,,0,0.8229,639
btc-updown-5m-1772755500,1772755500,2026-03-06 00:05,UP,1000,639,94967.34,,0,,0,,0,0.4548,149,0.4223,639
btc-updown-5m-1772755800,1772755800,2026-03-06 00:10,UP,1000,969,63717.82,,0,,0,,0,0.9596,748,0.9709,571
btc-updown-5m-1772756100,1772756100,2026-03-06 00:15,DOWN,1000,620,62036.60,,0,,0,,0,0.4006,36,0.6022,620
btc-updown-5m-1772756400,1772756400,2026-03-06 00:20,UP,1000,697,88473.38,,0,,0,,0,,0,0.6222,697
btc-updown-5m-1772756700,1772756700,2026-03-06 00:25,DOWN,1000,959,44612.20,,0,,0,,0,0.0893,872,0.0346,765
btc-updown-5m-1772757000,1772757000,2026-03-06 00:30,UP,1000,772,46564.10,,0,,0,,0,0.9160,36,0.9045,772
btc-updown-5m-1772757300,1772757300,2026-03-06 00:35,UP,1000,651,45666.37,,0,,0,,0,,0,0.6053,651
btc-updown-5m-1772757600,1772757600,2026-03-06 00:40,DOWN,1000,0,32403.88,,0,,0,,0,,0,,0
btc-updown-5m-1772757900,1772757900,2026-03-06 00:45,UP,1000,796,44960.63,,0,,0,0.8899,8,0.8860,427,0.8950,616
btc-updown-5m-1772758200,1772758200,2026-03-06 00:50,UP,1000,790,34766.97,,0,,0,,0,0.9245,135,0.9032,790
btc-updown-5m-1772758500,1772758500,2026-03-06 00:55,UP,1000,0,28376.47,,0,,0,,0,,0,,0
btc-updown-5m-1772758800,1772758800,2026-03-06 01:00,DOWN,1000,841,59047.68,,0,,0,,0,,0,0.0752,841
btc-updown-5m-1772759100,1772759100,2026-03-06 01:05,DOWN,1000,0,19852.06,,0,,0,,0,,0,,0
btc-updown-5m-1772759400,1772759400,2026-03-06 01:10,DOWN,1000,903,53489.17,,0,,0,,0,0.0990,217,0.0441,903
btc-updown-5m-1772759700,1772759700,2026-03-06 01:15,UP,1000,848,66510.68,,0,,0,,0,0.8912,171,0.9557,848
btc-updown-5m-1772760000,1772760000,2026-03-06 01:20,DOWN,1000,786,46492.52,,0,,0,,0,0.2776,275,0.2371,786
btc-updown-5m-1772760300,1772760300,2026-03-06 01:25,DOWN,1000,980,66770.98,,0,0.0580,811,0.0120,140,0.0090,20,0.0090,18
btc-updown-5m-1772760600,1772760600,2026-03-06 01:30,UP,1000,969,78993.11,0.9644,41,0.9730,423,0.9679,328,0.9973,169,0.9990,107
btc-updown-5m-1772760900,1772760900,2026-03-06 01:35,UP,1000,963,64636.50,,0,,0,0.9309,661,0.9825,284,0.9905,40
btc-updown-5m-1772761200,1772761200,2026-03-06 01:40,UP,1000,949,44738.92,,0,,0,0.9349,592,0.9796,322,0.9884,193
btc-updown-5m-1772761500,1772761500,2026-03-06 01:45,UP,1000,776,33992.65,,0,,0,,0,0.1971,245,0.3359,776
btc-updown-5m-1772761800,1772761800,2026-03-06 01:50,UP,1000,783,33075.76,,0,,0,,0,,0,0.5278,783
btc-updown-5m-1772762100,1772762100,2026-03-06 01:55,UP,1000,942,36858.07,,0,,0,,0,0.8542,560,0.9455,741
btc-updown-5m-1772762400,1772762400,2026-03-06 02:00,DOWN,1000,948,37763.00,,0,,0,,0,0.3192,533,0.1903,948
btc-updown-5m-1772762700,1772762700,2026-03-06 02:05,UP,1000,945,45943.16,,0,,0,,0,0.9186,600,0.9548,690
btc-updown-5m-1772763000,1772763000,2026-03-06 02:10,UP,1000,932,46791.84,,0,,0,,0,0.9560,626,0.9598,630
btc-updown-5m-1772763300,1772763300,2026-03-06 02:15,DOWN,1000,934,85767.13,,0,,0,,0,0.0328,730,0.0197,510
btc-updown-5m-1772763600,1772763600,2026-03-06 02:20,UP,1000,818,35121.05,,0,,0,,0,,0,0.8352,818
btc-updown-5m-1772763900,1772763900,2026-03-06 02:25,UP,1000,968,49469.14,,0,,0,0.7472,40,0.8854,856,0.9710,572
btc-updown-5m-1772764200,1772764200,2026-03-06 02:30,DOWN,1000,902,63859.00,,0,,0,,0,0.0337,815,0.0181,651
btc-updown-5m-1772764500,1772764500,2026-03-06 02:35,UP,1000,932,37408.57,,0,,0,,0,0.7390,308,0.9006,932
btc-updown-5m-1772764800,1772764800,2026-03-06 02:40,UP,1000,962,55143.55,,0,,0,,0,0.9171,840,0.9662,719
btc-updown-5m-1772765100,1772765100,2026-03-06 02:45,DOWN,1000,640,57730.84,,0,,0,,0,0.4688,100,0.4960,640
btc-updown-5m-1772765400,1772765400,2026-03-06 02:50,DOWN,1000,956,78263.83,,0,,0,,0,0.0649,880,0.0364,472
btc-updown-5m-1772765700,1772765700,2026-03-06 02:55,UP,1000,708,52098.92,,0,,0,,0,0.5652,209,0.5675,708
btc-updown-5m-1772766000,1772766000,2026-03-06 03:00,DOWN,1000,773,56110.06,,0,,0,,0,0.2806,346,0.3003,773
btc-updown-5m-1772766300,1772766300,2026-03-06 03:05,DOWN,1000,782,46371.79,,0,,0,,0,0.3803,253,0.3479,782
btc-updown-5m-1772766600,1772766600,2026-03-06 03:10,DOWN,1000,981,48035.96,,0,,0,0.0440,618,0.0139,338,0.0092,120
btc-updown-5m-1772766900,1772766900,2026-03-06 03:15,UP,1000,779,91165.81,,0,,0,,0,0.2430,268,0.2622,779
btc-updown-5m-1772767200,1772767200,2026-03-06 03:20,UP,1000,965,61669.49,,0,,0,0.8078,81,0.9614,818,0.9894,424
btc-updown-5m-1772767500,1772767500,2026-03-06 03:25,DOWN,1000,826,44417.05,,0,,0,,0,0.1938,406,0.1463,811
btc-updown-5m-1772767800,1772767800,2026-03-06 03:30,DOWN,1000,885,37492.03,,0,,0,,0,0.3630,340,0.1753,885
btc-updown-5m-1772768100,1772768100,2026-03-06 03:35,DOWN,1000,762,125621.52,,0,,0,,0,0.7519,161,0.5679,762
btc-updown-5m-1772768400,1772768400,2026-03-06 03:40,DOWN,1000,831,44295.70,,0,,0,,0,0.2765,348,0.2479,831
btc-updown-5m-1772768700,1772768700,2026-03-06 03:45,DOWN,1000,727,99679.88,,0,,0,,0,,0,0.8325,727
btc-updown-5m-1772769000,1772769000,2026-03-06 03:50,DOWN,1000,864,43381.24,,0,,0,,0,0.4335,189,0.1678,864
btc-updown-5m-1772769300,1772769300,2026-03-06 03:55,UP,1000,906,39511.22,,0,,0,,0,0.9067,377,0.8167,906
btc-updown-5m-1772769600,1772769600,2026-03-06 04:00,DOWN,1000,820,70192.27,,0,,0,,0,0.1838,294,0.3830,820
btc-updown-5m-1772769900,1772769900,2026-03-06 04:05,DOWN,1000,963,42035.56,,0,,0,,0,0.4571,365,0.1587,859
btc-updown-5m-1772770200,1772770200,2026-03-06 04:10,DOWN,1000,979,34442.83,,0,,0,0.2240,293,0.0631,573,0.0241,394
btc-updown-5m-1772770500,1772770500,2026-03-06 04:15,UP,1000,831,38135.11,,0,,0,,0,0.4232,341,0.6691,831
btc-updown-5m-1772770800,1772770800,2026-03-06 04:20,UP,1000,933,57778.73,,0,,0,,0,0.7180,455,0.8242,933
btc-updown-5m-1772771100,1772771100,2026-03-06 04:25,DOWN,1000,972,40802.24,,0,,0,0.1378,295,0.0887,624,0.0449,538
btc-updown-5m-1772771400,1772771400,2026-03-06 04:30,UP,1000,930,56683.88,,0,,0,,0,0.9602,454,0.9356,930
btc-updown-5m-1772771700,1772771700,2026-03-06 04:35,DOWN,1000,980,55984.42,,0,0.1176,8,0.0647,711,0.0102,159,0.0059,124
btc-updown-5m-1772772000,1772772000,2026-03-06 04:40,DOWN,1000,971,74134.25,,0,0.0726,307,0.0642,374,0.0117,188,0.0107,152
btc-updown-5m-1772772300,1772772300,2026-03-06 04:45,UP,1000,932,51594.31,,0,,0,,0,0.8130,418,0.9349,932
btc-updown-5m-1772772600,1772772600,2026-03-06 04:50,DOWN,1000,812,42090.78,,0,,0,,0,0.2859,165,0.3187,812
btc-updown-5m-1772772900,1772772900,2026-03-06 04:55,UP,1000,944,61395.09,,0,,0,,0,0.8988,488,0.9292,944
btc-updown-5m-1772773200,1772773200,2026-03-06 05:00,UP,1000,808,55638.27,,0,,0,,0,,0,0.8399,808
btc-updown-5m-1772773500,1772773500,2026-03-06 05:05,DOWN,1000,968,75866.48,,0,,0,0.0551,159,0.0191,675,0.0112,372
btc-updown-5m-1772773800,1772773800,2026-03-06 05:10,UP,1000,874,38937.64,,0,,0,,0,0.5076,241,0.8233,874
btc-updown-5m-1772774100,1772774100,2026-03-06 05:15,UP,1000,854,59501.05,,0,,0,,0,0.7853,247,0.8656,854
btc-updown-5m-1772774400,1772774400,2026-03-06 05:20,DOWN,1000,973,88458.82,,0,,0,,0,0.0419,895,0.0102,470
btc-updown-5m-1772774700,1772774700,2026-03-06 05:25,DOWN,1000,567,66461.68,,0,,0,,0,,0,0.3880,567
btc-updown-5m-1772775000,1772775000,2026-03-06 05:30,DOWN,1000,867,44997.48,,0,,0,,0,0.6178,25,0.1804,867
btc-updown-5m-1772775300,1772775300,2026-03-06 05:35,DOWN,1000,780,43942.68,,0,,0,,0,,0,0.3243,780
btc-updown-5m-1772775600,1772775600,2026-03-06 05:40,DOWN,1000,905,64385.85,,0,,0,,0,0.0564,490,0.0644,758
btc-updown-5m-1772775900,1772775900,2026-03-06 05:45,DOWN,1000,843,61901.92,,0,,0,,0,0.1000,133,0.0507,843
btc-updown-5m-1772776200,1772776200,2026-03-06 05:50,UP,1000,972,55773.72,,0,,0,,0,0.9560,919,0.9594,972
btc-updown-5m-1772776500,1772776500,2026-03-06 05:55,UP,1000,928,48037.97,,0,,0,,0,0.9303,478,0.9444,928
btc-updown-5m-1772776800,1772776800,2026-03-06 06:00,DOWN,1000,787,52986.35,,0,,0,,0,0.1256,460,0.1415,752
btc-updown-5m-1772777100,1772777100,2026-03-06 06:05,DOWN,1000,960,51699.30,,0,,0,0.2422,1,0.1045,844,0.0232,716
